amount_digits,amount_words,bank,company_name,date_created,date_due,drawer_name,payer_name_address,place_created,rib,barcode_validates_traite,barcode_matches_traite,signature_detected,traite_num,fraud_label
1445.3,mille quatre cent quarante-cinq dinars zéro trois,Marques,Lemaire,25/12/2024,09/02/2025,Catherine-Amélie Legrand,"77, avenue Martine Lucas 93287 Grégoire-sur-Perez",Robert,34200811717230860549,True,True,True,651089353647,0
1134.672,mille cent trente-quatre dinars zéro six sept deux,Schmitt,Lebrun,13/10/2024,07/04/2025,Laurence de Grondin,"90, boulevard de Grégoire 54392 Jacob",Boulay,44863670208842591276,True,True,True,43564697505,0
4435.032,quatre mille quatre cent trente-cinq dinars zéro zéro trois deux,Bruneau,Paul,04/04/2025,24/04/2025,Margaux Perrin Le Jacquet,chemin Claire Navarro 28273 Poirier,Chrétien-sur-Gautier,01128644865835030858,True,True,True,257373835821,0
7135.336,sept mille cent trente-cinq dinars zéro trois trois six,Leroy Joseph SA,Pereira Leclerc S.A.S.,05/02/2025,31/03/2025,Élise Robert-Camus,"74, avenue de Dijoux 17950 ColletBourg",Sainte Auroredan,45508713682460024873,True,True,True,95619099729,0
969.737,neuf cent soixante-neuf dinars zéro sept trois sept,Monnier SA,Foucher,23/04/2025,29/04/2025,Auguste Millet-Barbier,"28, chemin de Morel 55202 Prévost-sur-Mer",PeltierVille,99140732847516351953,True,True,True,699861409925,0
4383.565,quatre mille trois cent quatre-vingt-trois dinars zéro cinq six cinq,Maillet Pierre SARL,Dos Santos Coste S.A.R.L.,21/01/2025,22/01/2025,Clémence Vallée,"34, rue Blondel 92867 Bernard",Mercierdan,23637090072598858479,True,True,True,672410361035,0
3086.417,trois mille quatre-vingt-six dinars zéro quatre un sept,Bonneau,Morel Humbert et Fils,11/08/2024,13/05/2025,Inès Diaz,"424, avenue Claudine Lombard 50712 Devaux",ColletBourg,68818072182198105740,True,True,True,121199383755,0
4401.99,quatre mille quatre cent un dinars zéro neuf neuf,Germain,Humbert,30/04/2025,21/05/2025,Vincent Lamy-Ferreira,"61, avenue de Fischer 17892 Camusnec",Leroy,06268407960827660636,True,True,True,293307311995,0
9677.443,neuf mille six cent soixante-dix-sept dinars zéro quatre quatre trois,Bertin,Bonnet,06/12/2024,16/01/2025,Olivie Michaud,"14, avenue Nathalie Vasseur 43751 Sainte Caroline",Louis-les-Bains,12477813545980850672,True,True,True,225640458140,0
9007.977,neuf mille sept dinars zéro neuf sept sept,Dumont,Bonneau S.A.S.,21/03/2025,20/05/2025,Aimée Mace de Gillet,"95, rue Paul 26470 Philippe-les-Bains",Delaunay-sur-Mer,07331866490779458620,True,True,True,881714641435,0
4829.839,quatre mille huit cent vingt-neuf dinars zéro huit trois neuf,Lenoir Peron S.A.,Pasquier,24/07/2024,16/12/2024,Alfred Lefebvre,"17, chemin Hernandez 04335 Fontaine",Bouvet,05552446818724483369,True,True,True,893884239467,0
8032.907,huit mille trente-deux dinars zéro neuf zéro sept,Clément,Payet,23/03/2025,28/04/2025,Auguste Bodin,boulevard Texier 20197 Michaud-sur-Leclercq,Langlois-sur-Breton,29294906285184012889,True,True,True,564466732767,0
8888.129,huit mille huit cent quatre-vingt-huit dinars zéro un deux neuf,Renaud,Paris,07/03/2025,09/03/2025,Gilles Bègue,"26, avenue Guilbert 35594 Boutin",Guillou-sur-Mer,73645648938206891396,True,True,True,18822300510,0
2571.528,deux mille cinq cent soixante et onze dinars zéro cinq deux huit,Sauvage S.A.,Guichard,02/12/2024,22/04/2025,Alexandrie-Nicole Pires,"27, chemin de Le Roux 19929 Saint Gabrielle-les-Bains",Camus,35785137389502112715,True,True,True,273131614178,0
9704.052,neuf mille sept cent quatre dinars zéro zéro cinq deux,Barbe,Chauvet,24/06/2024,17/08/2024,Hortense-Anne Gosselin,"64, rue Lebrun 88678 Cordier-sur-Thomas",Blot,39688240225063776090,True,True,True,829827299135,0
3211.777,trois mille deux cent onze dinars zéro sept sept sept,Lebrun Pinto et Fils,Bouvier,27/12/2024,31/03/2025,Audrey Duval,"7, rue Renard 66866 Saint Louisdan",Saint Audreydan,78118902182227310668,True,True,True,687928013143,0
3052.721,trois mille cinquante-deux dinars zéro sept deux un,Alexandre,Joly,30/03/2025,19/05/2025,William Lemaire,"68, chemin de Thibault 83269 Charpentier",Pottier-sur-Mer,61053258902798416728,True,True,True,677757924167,0
1150.289,mille cent cinquante dinars zéro deux huit neuf,Lacroix,Georges,24/02/2025,01/04/2025,Christiane Gaillard,avenue Joseph Gérard 60168 Sainte Martine,Bourgeois,72032170133361724819,True,True,True,106060116445,0
2245.159,deux mille deux cent quarante-cinq dinars zéro un cinq neuf,Ferrand S.A.R.L.,Gauthier,17/12/2024,16/03/2025,Constance Mercier Le Bousquet,"4, chemin Valentine Launay 74846 Tessier",Gosselin-sur-Antoine,18438794212312088547,True,True,True,283185696201,0
3577.724,trois mille cinq cent soixante-dix-sept dinars zéro sept deux quatre,Foucher S.A.,Garnier Allain S.A.,26/12/2024,10/04/2025,Emmanuel-Gilles Thibault,"696, boulevard de Texier 35926 Laroche-sur-Reynaud",Roy,05463349900503687657,True,True,True,859004930141,0
1239.733,mille deux cent trente-neuf dinars zéro sept trois trois,Gaillard Ollivier SA,Bonneau S.A.,21/08/2024,13/11/2024,Astrid Roux,"86, chemin Constance Samson 16346 Carliernec",Munozdan,85109266687459472561,True,True,True,340827093850,0
7122.544,sept mille cent vingt-deux dinars zéro cinq quatre quatre,Texier S.A.,Laporte,13/04/2025,08/05/2025,Timothée Lopes,"577, rue de Pascal 55767 Colin",Sainte Dominique,79678934195884855940,True,True,True,848110337979,0
1850.003,mille huit cent cinquante dinars zéro zéro zéro trois,Weber Besson S.A.,Benoit,07/02/2025,15/04/2025,Eugène Pichon,"50, rue Alexandrie Fleury 64113 Maillard-sur-Fontaine",Clerc,94274065619607297131,True,True,True,435847847516,0
9659.224,neuf mille six cent cinquante-neuf dinars zéro deux deux quatre,Masse SA,Paris,09/06/2024,06/03/2025,Susanne Marin,"610, boulevard Delannoy 20822 Payet",Sainte VictoireBourg,72204069422460219004,True,True,True,485572028745,0
8008.566,huit mille huit dinars zéro cinq six six,Leclercq,Pereira,25/01/2025,06/02/2025,Agnès Le Roux Le Lacombe,"18, avenue de Delattre 85785 Saint Léon",Caron-la-Forêt,44853755297589663061,True,True,True,189339203860,0
4822.555,quatre mille huit cent vingt-deux dinars zéro cinq cinq cinq,Lagarde Bodin S.A.R.L.,Raynaud,11/11/2024,19/11/2024,Timothée Letellier,"68, chemin Turpin 72956 Sainte EmmanuelBourg",Saint NathalieBourg,14331215950370174289,True,True,True,348689749832,0
1861.758,mille huit cent soixante et un dinars zéro sept cinq huit,Carpentier et Fils,Gosselin S.A.,07/01/2025,08/05/2025,Suzanne Faure,"52, avenue Munoz 36282 Joly",Gomes-sur-Pasquier,79236752824975086251,True,True,True,915798526484,0
2202.32,deux mille deux cent deux dinars zéro trois deux,Aubry,Schmitt Collet SARL,04/08/2024,17/11/2024,Patrick Monnier,"172, avenue de Meyer 68682 Boutin",Perrot-la-Forêt,03296800277972060907,True,True,True,374553132643,0
4114.019,quatre mille cent quatorze dinars zéro zéro un neuf,Poirier Carpentier S.A.R.L.,Robin,18/02/2025,23/05/2025,Alfred-Bertrand Blondel,"67, boulevard Alexandria Delmas 75134 Boutin",Sainte Alain-les-Bains,26142436946441975256,True,True,True,521500975371,0
6349.87,six mille trois cent quarante-neuf dinars zéro huit sept,Goncalves,Lemoine SARL,29/09/2024,06/02/2025,Éléonore Chrétien,"779, avenue de Reynaud 31358 Brunel",Guillet,06346327564226206108,True,True,True,441001039334,0
6201.91,six mille deux cent un dinars zéro neuf un,Launay,Ledoux Guillou SA,16/09/2024,01/10/2024,Sébastien-Luc Allain,"924, boulevard Hamel 18233 Vincent",Sainte Sophie-les-Bains,24202850309485350540,True,True,True,381399493771,0
5421.942,cinq mille quatre cent vingt et un dinars zéro neuf quatre deux,Bourgeois Giraud SARL,Jacques Martin et Fils,17/11/2024,01/02/2025,Augustin Gonzalez de la Martins,rue de Brunet 87668 Thomas,Lerouxboeuf,78579092037300140158,True,True,True,515825200638,0
1290.07,mille deux cent quatre-vingt-dix dinars zéro zéro sept,Georges Laroche S.A.R.L.,Rocher,22/12/2024,04/05/2025,Jacqueline Ledoux,"35, chemin Roland Parent 93993 Godardnec",Guérinboeuf,09189829454979658058,True,True,True,736536680198,0
6755.645,six mille sept cent cinquante-cinq dinars zéro six quatre cinq,Lecoq Huet SARL,Louis S.A.S.,06/03/2025,01/05/2025,Marianne Charrier,"461, avenue Roche 06316 Gay",Sainte Alice-les-Bains,31294007967859808932,True,True,True,165037173452,0
9376.21,neuf mille trois cent soixante-seize dinars zéro deux un,Fontaine,Parent,10/09/2024,08/01/2025,Marc-Emmanuel Goncalves,"217, rue Marcelle Lebon 02264 Rodriguez",Guillou-sur-Jacob,76195835466634944933,True,True,True,501163836597,0
4336.125,quatre mille trois cent trente-six dinars zéro un deux cinq,Bailly S.A.R.L.,Briand,27/05/2024,01/12/2024,Timothée-Bertrand Texier,"67, chemin de Marie 97632 Rossinec",Saint Aiméboeuf,81520118130010805611,True,True,True,651579029008,0
7886.405,sept mille huit cent quatre-vingt-six dinars zéro quatre zéro cinq,Barthelemy SARL,Gay,31/08/2024,15/11/2024,Charles Camus,"6, avenue Yves Parent 37885 Sainte Joseph",Hamon,33575088282596200195,True,True,True,18971129253,0
7530.607,sept mille cinq cent trente dinars zéro six zéro sept,Godard SA,Bousquet,12/11/2024,14/01/2025,Alex Rossi,"91, rue Petitjean 19748 Perret-la-Forêt",Albert,18618149704350756677,True,True,True,681564030719,0
7773.547,sept mille sept cent soixante-treize dinars zéro cinq quatre sept,Millet SARL,Fournier,25/08/2024,16/03/2025,David Raynaud,"515, avenue Alphonse Gonzalez 95363 Sainte Gabriel-sur-Mer",Bertin-sur-Bailly,96086173506558230779,True,True,True,565284618078,0
2049.862,deux mille quarante-neuf dinars zéro huit six deux,Fabre,Lemonnier Girard SARL,18/12/2024,21/05/2025,Laure Letellier,"709, chemin Maillard 01516 Moreau",Descamps-les-Bains,17566152204843407334,True,True,True,293237898552,0
8991.889,huit mille neuf cent quatre-vingt-onze dinars zéro huit huit neuf,Jean Moreau et Fils,Pereira,18/11/2024,14/03/2025,Geneviève Andre,"779, boulevard de Boulanger 69498 PascalVille",Leblanc,40464218863149283211,True,True,True,379329977450,0
4748.681,quatre mille sept cent quarante-huit dinars zéro six huit un,Rossi Rocher S.A.,Pinto Bernier S.A.R.L.,07/04/2025,28/04/2025,Joséphine Antoine,"917, rue Marc Letellier 67478 Klein",Sauvage,76737249878431657397,True,True,True,513998069563,0
4597.812,quatre mille cinq cent quatre-vingt-dix-sept dinars zéro huit un deux,Legros,Ferrand Benard S.A.S.,03/06/2024,02/08/2024,Guy Berthelot,"38, boulevard Claude Denis 13505 Lecomte",Sainte Joseph-les-Bains,49134286366058941581,True,True,True,857992193378,0
661.326,six cent soixante et un dinars zéro trois deux six,Humbert Joseph SARL,Benard,04/03/2025,11/04/2025,Maryse Lombard,"98, avenue de Jean 51606 Renaultdan",Schmitt,15101338041509241831,True,True,True,315250833017,0
4223.88,quatre mille deux cent vingt-trois dinars zéro huit huit,Bègue,Ledoux,24/05/2024,16/12/2024,Zacharie Perrin,"76, rue Maurice 28241 Legendre-sur-Gaudin",Sainte Alphonseboeuf,02860551912578987132,True,True,True,273202064419,0
4387.174,quatre mille trois cent quatre-vingt-sept dinars zéro un sept quatre,Lemaître SA,Pottier,26/07/2024,04/03/2025,Nath Courtois de la Renard,"82, rue de Breton 17400 Saint Lucasdan",Moulindan,14747457623131267061,True,True,True,266243791426,0
6309.228,six mille trois cent neuf dinars zéro deux deux huit,Texier SARL,Charrier,28/03/2025,14/04/2025,Gérard Pinto,rue de Normand 86516 Lelièvrenec,Sainte RaymondBourg,84245869174667120928,True,True,True,853477840067,0
5407.413,cinq mille quatre cent sept dinars zéro quatre un trois,Klein S.A.R.L.,Navarro S.A.R.L.,13/01/2025,18/05/2025,Jules Alexandre,"2, chemin Thierry 74871 Saint Aiméenec",Blanchard,32143022441777848178,True,True,True,270209168362,0
698.522,six cent quatre-vingt-dix-huit dinars zéro cinq deux deux,Albert et Fils,Aubry Pereira SARL,27/03/2025,12/05/2025,Jacqueline Boulay,"67, chemin Hélène Paris 76136 Caron",HervéVille,99274346487542129411,True,True,True,967316921862,0
3446.091,trois mille quatre cent quarante-six dinars zéro zéro neuf un,Le Gall,Delannoy,14/10/2024,20/05/2025,Roland Couturier,"34, rue de Caron 77399 Boucher-sur-Mer",Saint Isabelle,27964965184123579173,True,True,True,160214978523,0
7792.982,sept mille sept cent quatre-vingt-douze dinars zéro neuf huit deux,Martel,Marchal,04/01/2025,06/01/2025,Denise Barre de la Coste,"86, rue de Hardy 61279 GilletVille",Sainte Maurice-la-Forêt,55610370811751470694,True,True,True,245699742801,0
4372.1,quatre mille trois cent soixante-douze dinars zéro un,Didier,Delahaye S.A.,20/07/2024,05/11/2024,Agathe Letellier,"15, rue Vincent Guillou 09377 JoubertBourg",Sainte Hélène,61578946104293507237,True,True,True,272828987618,0
8557.923,huit mille cinq cent cinquante-sept dinars zéro neuf deux trois,Blot Wagner S.A.R.L.,Blot Gilles S.A.,26/08/2024,03/12/2024,Alphonse Raynaud,"41, rue de Payet 66410 Saint Michel",Mary,70353127359732531459,True,True,True,638926552621,0
7438.86,sept mille quatre cent trente-huit dinars zéro huit six,Couturier,Regnier SA,24/11/2024,22/02/2025,Eugène Martel,"8, rue Allard 75320 Coulon-sur-Ribeiro",Petit-sur-Blin,53343987609449070232,True,True,True,946738591576,0
2783.55,deux mille sept cent quatre-vingt-trois dinars zéro cinq cinq,Pruvost Bousquet S.A.S.,Merle,09/05/2025,11/05/2025,Adélaïde Deschamps,"37, boulevard Christine Buisson 36760 Aubry",Menardboeuf,73555505755048348253,True,True,True,744211696670,0
1530.221,mille cinq cent trente dinars zéro deux deux un,Marie,Toussaint,26/12/2024,02/04/2025,Patrick Robert,"37, rue Samson 55789 Gauthier",Le Goff-les-Bains,02023413172984913781,True,True,True,855529978240,0
7454.748,sept mille quatre cent cinquante-quatre dinars zéro sept quatre huit,Julien,Benoit Le Gall S.A.S.,04/07/2024,26/04/2025,Sylvie de Pottier,"39, rue Léon Gosselin 50904 Barbier",Dupré-sur-Barbier,67180354680178885188,True,True,True,719294387419,0
2994.089,deux mille neuf cent quatre-vingt-quatorze dinars zéro zéro huit neuf,Georges,Rolland,09/01/2025,30/03/2025,Julien Rodrigues Le Le Roux,"57, boulevard Anaïs Ledoux 53105 Lefèvrenec",Imbert,09827372437223405274,True,True,True,153782896441,0
6879.568,six mille huit cent soixante-dix-neuf dinars zéro cinq six huit,Guillaume Peltier et Fils,Moreau,16/11/2024,13/04/2025,William-Julien Laurent,"95, rue de Fabre 79615 ParisBourg",Saint Isaacboeuf,99907923366906758069,True,True,True,527090623559,0
7329.136,sept mille trois cent vingt-neuf dinars zéro un trois six,Lagarde,Lambert,23/05/2025,23/05/2025,Jeanne Guyot,rue Riou 43382 Lemaîtredan,Masson,58844469465820449716,True,True,True,148055429179,0
580.074,cinq cent quatre-vingts dinars zéro zéro sept quatre,Fernandes,Germain et Fils,30/04/2025,18/05/2025,Théodore Ribeiro,"8, chemin Baudry 69881 Pascal",KleinVille,95224863478366510962,True,True,True,846711860902,0
1826.195,mille huit cent vingt-six dinars zéro un neuf cinq,Letellier,Alves,18/03/2025,24/03/2025,Éric Le Bigot,"45, chemin de Adam 77865 Saint Georges",Launaynec,11176641827349816723,True,True,True,536037966706,0
4032.277,quatre mille trente-deux dinars zéro deux sept sept,Moreno S.A.R.L.,Blanchet SARL,28/03/2025,01/04/2025,Philippe Millet,"251, rue de Pascal 97424 LerouxBourg",Bigot-sur-Bourdon,69546021041299282170,True,True,True,825453576208,0
1510.379,mille cinq cent dix dinars zéro trois sept neuf,Sauvage,Baron,20/06/2024,13/04/2025,Victor Rémy,"957, avenue de Lefebvre 51688 Robert",Perrier-sur-Moreau,41191977938185525535,True,True,True,244849805895,0
4240.327,quatre mille deux cent quarante dinars zéro trois deux sept,Rossi,Poirier Hubert S.A.S.,25/09/2024,09/03/2025,Émilie Pires,"323, chemin Arnaud 13126 MarionVille",Gimenez,46711021970555776353,True,True,True,356779784570,0
4168.021,quatre mille cent soixante-huit dinars zéro zéro deux un,Goncalves,Descamps Guillaume S.A.,26/04/2025,11/05/2025,Laetitia Rey,"3, rue Victoire Mallet 04554 Gillet",Sainte Brigitte,32972048009482195227,True,True,True,216462822136,0
5644.033,cinq mille six cent quarante-quatre dinars zéro zéro trois trois,Goncalves S.A.,Morin S.A.,10/08/2024,04/01/2025,Patrick Traore,"46, rue Guillou 46589 Grégoire",Sainte AlfredVille,26342034105419636856,True,True,True,882100508369,0
9558.678,neuf mille cinq cent cinquante-huit dinars zéro six sept huit,François,Monnier SARL,02/11/2024,06/04/2025,Lucy Rolland,"17, chemin Benjamin Blanchard 31281 Petit-sur-Rodriguez",Meyer-les-Bains,95261492900999217436,True,True,True,518381379332,0
1288.944,mille deux cent quatre-vingt-huit dinars zéro neuf quatre quatre,Guichard,Godard S.A.,15/03/2025,18/03/2025,Patricia Barbier du Giraud,"62, rue Martinez 63308 Antoine",Aubry,85673649133832082746,True,True,True,354858416704,0
2501.271,deux mille cinq cent un dinars zéro deux sept un,Fontaine,Rémy SA,03/06/2024,03/04/2025,Lucas Lambert,"222, chemin Hubert 12529 Saint Christelledan",Regnierdan,47209485039454202233,True,True,True,941175104607,0
9941.521,neuf mille neuf cent quarante et un dinars zéro cinq deux un,Boucher,Langlois S.A.R.L.,12/01/2025,15/05/2025,Isaac Descamps,"8, boulevard Louis Marchand 28627 Meunier",Delmas,38359165973563426002,True,True,True,816396785219,0
5368.303,cinq mille trois cent soixante-huit dinars zéro trois zéro trois,Menard S.A.,Carre,28/06/2024,02/04/2025,Éric-Vincent Hernandez,"99, boulevard de Da Costa 97226 Briand",Peltier,01391544312592590064,True,True,True,636278879236,0
4169.874,quatre mille cent soixante-neuf dinars zéro huit sept quatre,Philippe S.A.,Lefort,04/03/2025,07/03/2025,David Couturier,"66, boulevard Leduc 61978 Roche",Lebon-sur-Sauvage,66816964614777643836,True,True,True,236191842813,0
5308.715,cinq mille trois cent huit dinars zéro sept un cinq,Lemaire,Morvan,15/11/2024,15/03/2025,Victor-Pierre Marques,"85, avenue de Dupré 13784 Ledoux",CharlesBourg,04055819135193893914,True,True,True,402790426531,0
9576.346,neuf mille cinq cent soixante-seize dinars zéro trois quatre six,Mathieu S.A.S.,Gauthier Dumas S.A.R.L.,04/11/2024,13/11/2024,Christophe Perrot Le Sauvage,"9, avenue Gros 24245 Diallo",Saint Nath,90986762464038704123,True,True,True,389745071244,0
8957.076,huit mille neuf cent cinquante-sept dinars zéro zéro sept six,Rossi SARL,Thibault Laporte S.A.S.,13/12/2024,08/04/2025,Henriette Lemonnier-Laporte,"31, boulevard de Jean 97129 Bourdonnec",Lopes,45168568911501917544,True,True,True,323844282954,0
8670.801,huit mille six cent soixante-dix dinars zéro huit zéro un,Lebrun,Ollivier,21/10/2024,11/05/2025,Henri Martin,"243, avenue Joly 19592 Salmon",Michaud,10273591305475516856,True,True,True,175175879833,0
9365.34,neuf mille trois cent soixante-cinq dinars zéro trois quatre,Menard Marty SA,Maury,28/01/2025,19/04/2025,Guillaume Joly-Maréchal,"823, chemin Samson 41111 Sainte ÉdithBourg",Georges-sur-Grondin,17159274739158020505,True,True,True,483872825612,0
7463.398,sept mille quatre cent soixante-trois dinars zéro trois neuf huit,Faivre et Fils,Brunet,16/09/2024,03/11/2024,Laetitia Fournier,"8, boulevard Jean Lacombe 88986 Thierry-la-Forêt",Barbe,96039048552311428840,True,True,True,94931877630,0
874.997,huit cent soixante-quatorze dinars zéro neuf neuf sept,Boutin,Guillot,03/03/2025,30/04/2025,Paulette Boyer,"94, avenue Margot Deschamps 45185 Saint Michèle",Bergerdan,98654577931271370588,True,True,True,649490916486,0
2732.492,deux mille sept cent trente-deux dinars zéro quatre neuf deux,Guilbert,Valette et Fils,07/11/2024,18/02/2025,Michelle Seguin du Dupont,"2, rue Alves 74788 De Oliveira-sur-Carlier",Sainte Madeleine,75060761777835795430,True,True,True,484421357016,0
7343.07,sept mille trois cent quarante-trois dinars zéro zéro sept,Laroche,Alexandre et Fils,18/04/2025,10/05/2025,Franck Duhamel,chemin de Perrin 37522 Sainte Claude,Pelletier,07942843170711183964,True,True,True,750839175156,0
7900.101,sept mille neuf cents dinars zéro un zéro un,Albert,Baron Cohen SA,03/10/2024,16/02/2025,Édouard-François Pascal,"35, rue Xavier Benard 78651 Prévost",Roussel,23701210141759133642,True,True,True,794200318360,0
8690.978,huit mille six cent quatre-vingt-dix dinars zéro neuf sept huit,Riou,Bouvier,27/06/2024,02/03/2025,Laurent Renaud,"65, chemin Olivie Leroux 21430 Saint Laurent",Ruiz-sur-Guillou,44949648038662745131,True,True,True,707382094184,0
4168.923,quatre mille cent soixante-huit dinars zéro neuf deux trois,Philippe SA,Chauvin Maurice et Fils,26/12/2024,21/02/2025,Théophile Dupré,"95, avenue Grégoire Collin 14965 Bonneau",Perez-sur-Breton,39089355542194985031,True,True,True,249105693240,0
2489.024,deux mille quatre cent quatre-vingt-neuf dinars zéro zéro deux quatre,Michel,Lévy Meyer et Fils,10/11/2024,25/11/2024,Hélène Lemonnier,"47, rue Collet 31121 Guillet-sur-Navarro",Berthelot-sur-Mer,46679120918380504535,True,True,True,203634379137,0
2572.143,deux mille cinq cent soixante-douze dinars zéro un quatre trois,Letellier,Techer,17/04/2025,12/05/2025,Jules-Gilles Perret,"95, rue Marine Lucas 41980 Tanguy",Rodriguez-sur-Pereira,67919661269983807191,True,True,True,779568578192,0
8377.171,huit mille trois cent soixante-dix-sept dinars zéro un sept un,Fouquet Lévêque et Fils,Duval,23/11/2024,06/03/2025,Hélène Turpin-Royer,"777, rue Simon 71559 DelahayeVille",Martel,13051253353482261231,True,True,True,776820328766,0
9571.859,neuf mille cinq cent soixante et onze dinars zéro huit cinq neuf,Colas,François,19/07/2024,12/08/2024,Alexandre-Théophile Marin,"46, avenue de Ruiz 68813 Rémy",Colas,47490220757219061581,True,True,True,965501846388,0
4385.36,quatre mille trois cent quatre-vingt-cinq dinars zéro trois six,Robert,Gosselin Gimenez et Fils,06/12/2024,23/02/2025,Anastasie Mendès Le Coste,rue de Laporte 52847 Peron,Menard,79320570866041134470,True,True,True,661338127721,0
3146.66,trois mille cent quarante-six dinars zéro six six,Rémy SA,Martinez Delahaye S.A.R.L.,19/03/2025,05/04/2025,Luc Baudry,"37, rue Étienne Langlois 45281 Fleurydan",Saint Raymondnec,77329765043916561276,True,True,True,249969704933,0
3457.097,trois mille quatre cent cinquante-sept dinars zéro zéro neuf sept,Hardy SARL,Sauvage,06/10/2024,06/11/2024,Thibaut Bonnet,"31, boulevard Richard 01434 SchneiderVille",Thibault-sur-Besson,54023913771157071413,True,True,True,76705361226,0
7884.822,sept mille huit cent quatre-vingt-quatre dinars zéro huit deux deux,Barre Pereira et Fils,Vidal,28/07/2024,09/10/2024,Théophile Besson,"38, rue Laurence Morel 68912 Sainte StéphaneBourg",Normand,70998745755575252595,True,True,True,649314945767,0
4589.545,quatre mille cinq cent quatre-vingt-neuf dinars zéro cinq quatre cinq,Raymond Marques S.A.R.L.,Mahe S.A.,10/12/2024,11/01/2025,Nath Pons-Ferreira,"35, avenue Roche 51142 Lopez",DelmasBourg,12769960618501971389,True,True,True,574871812671,0
6886.494,six mille huit cent quatre-vingt-six dinars zéro quatre neuf quatre,Boulay,Laine,27/06/2024,11/03/2025,Émilie Carre-Lebrun,"74, avenue Alexandria Perez 62124 Duvalboeuf",Guilletnec,09398236872349723393,True,True,True,546774666704,0
8328.093,huit mille trois cent vingt-huit dinars zéro zéro neuf trois,Blanc Le Gall S.A.S.,Evrard SA,24/03/2025,20/04/2025,Diane-Margaux Rousset,"1, avenue Laurent Benard 68153 Rousset-les-Bains",LemaîtreVille,64865191623641325313,True,True,True,235839497947,0
9473.059,neuf mille quatre cent soixante-treize dinars zéro zéro cinq neuf,Delannoy S.A.,Louis Mendès SARL,30/06/2024,24/12/2024,Emmanuelle Masse,rue Marie Ferreira 37104 Delmas,Schmitt,29987344662610314314,True,True,True,429441262209,0
2244.239,deux mille deux cent quarante-quatre dinars zéro deux trois neuf,Meyer S.A.,Maréchal,09/04/2025,20/04/2025,Jeanne Loiseau Le Briand,"16, avenue Alexandria Lopes 24936 FleuryVille",Dupontdan,96569162020396090230,True,True,True,726403043827,0
8784.102,huit mille sept cent quatre-vingt-quatre dinars zéro un zéro deux,Leroux S.A.R.L.,Diaz SA,14/02/2025,29/03/2025,Éric Regnier,"56, chemin de Jacquet 72367 Saint Anastasie-sur-Mer",Sainte Luc-les-Bains,14026493548951358335,True,True,True,515549385177,0
8457.302,huit mille quatre cent cinquante-sept dinars zéro trois zéro deux,Gonzalez,Rolland SA,24/11/2024,15/12/2024,Arthur Guillot,"37, boulevard Pauline Dupont 84615 Lecoq",Pages,56991606462441779668,True,True,True,48610101905,0
1212.622,mille deux cent douze dinars zéro six deux deux,Pinto,Leblanc Deschamps S.A.,29/12/2024,31/12/2024,Tristan de Michaud,"28, rue Techer 24443 Laurentdan",Saint Josette-la-Forêt,39740121942787099357,True,True,True,178485325125,0
8542.196,huit mille cinq cent quarante-deux dinars zéro un neuf six,Pottier SA,Boyer,17/07/2024,14/02/2025,Agnès Maurice,"15, rue Pottier 29106 BernardVille",LecoqBourg,72069302188073608485,True,True,True,248493935783,0
8960.352,huit mille neuf cent soixante dinars zéro trois cinq deux,Lefebvre et Fils,Thibault S.A.S.,14/03/2025,14/05/2025,Nathalie Carre,"57, avenue Christiane Brunet 58649 Hubert",Renault,82370195586848728873,True,True,True,805895178853,0
2172.71,deux mille cent soixante-douze dinars zéro sept un,Rousset,Renard,29/07/2024,26/12/2024,Martin Ribeiro,avenue Mathilde Allard 29511 Toussaint,Guillaume,48305768028824799417,True,True,True,446426979991,0
878.88,huit cent soixante-dix-huit dinars zéro huit huit,Hebert,Peron,02/11/2024,13/04/2025,Susan Marchal,"92, rue Carpentier 91295 Leclercq-sur-Chauveau",Marchal-sur-Barthelemy,86228291462669616742,True,True,True,947247329859,0
6988.849,six mille neuf cent quatre-vingt-huit dinars zéro huit quatre neuf,Benoit,Weiss,15/03/2025,23/04/2025,Claire Lelièvre,"74, rue Carpentier 43664 Delmas",Blondelnec,77272156042357248481,True,True,True,27672389870,0
604.591,six cent quatre dinars zéro cinq neuf un,Maillard Vallet et Fils,Duhamel,16/02/2025,08/03/2025,Colette-Noémi Bruneau,"85, rue Ledoux 62423 Ledoux-sur-Raymond",GuyonVille,37781380373140964582,True,True,True,105983426517,0
637.43,six cent trente-sept dinars zéro quatre trois,Rémy SA,Lefebvre SA,24/03/2025,30/03/2025,Martine Renaud,"61, chemin de Guillon 57586 Fischer",Charpentier,91876539504125877833,True,True,True,108676590338,0
8075.852,huit mille soixante-quinze dinars zéro huit cinq deux,Rossi S.A.S.,Fernandes Goncalves S.A.R.L.,30/03/2025,23/05/2025,Constance Guilbert,"23, rue de Hebert 13873 Saint Alex",Gilletdan,34997326696590862917,True,True,True,842545701359,0
6260.718,six mille deux cent soixante dinars zéro sept un huit,Pons Lefebvre S.A.R.L.,Besnard,30/05/2024,12/01/2025,Marie-Maggie Clément,rue Ferrand 38793 GérardBourg,Couturier,88661558264610760834,True,True,True,319204969826,0
